"id","inqno","fdate","remark","ndate","datetime","user_id"
"5666","4874","2022-01-24","I Sent Offer him. Our rates are higher and difference is 8 rs. Now , we will send Sample to his location for Checking,","2022-01-31","2022-01-24 10:28:35.307669","3068"
"5667","4543","2022-01-24","Firm Requirements for IOCL. Change in qty. will revert back to us.","2022-01-31","2022-01-24 14:41:23.996175","3011"
"5668","3861","2022-01-24","Not yet finalize. Call back in next week.","2022-01-31","2022-01-24 15:03:03.771688","3011"
"5669","4711","2022-01-24","Offer is open will take time for finalization.  ","2022-02-15","2022-01-24 15:53:55.605651","3033"
"5670","4873","2022-01-24","Offer sent ","2022-01-01","2022-01-24 16:53:39.945660","3033"
"5671","4649","2022-01-24","  February end tender will be opened.   ","2022-02-28","2022-01-24 17:37:32.039893","3033"
"5672","4647","2022-01-24","Project has not been awarded yet. will take time.   ","2022-03-01","2022-01-24 17:54:47.456464","3033"
"5673","4560","2022-01-24","Technical specification has not been cleared yet.  ","2022-01-31","2022-01-24 17:56:33.836625","3033"
"5674","4474","2022-01-24","Offer sent, will be open in Feb.  ","2022-02-15","2022-01-24 18:00:09.703326","3033"
"5675","4267","2022-01-24"," Offer sent will take time.  ","2022-02-15","2022-01-24 18:05:37.542696","3033"
"5676","4905","2022-01-25","We have submitted datasheet for the technical approval.","2022-02-16","2022-01-25 10:11:10.741055","3044"
"5677","4904","2022-01-25","It will take time.","2022-03-16","2022-01-25 10:11:35.712511","3044"
"5678","4889","2022-01-25","Due to small lengths and GETCO inspection is there so that our rates are on higher side.","2022-02-24","2022-01-25 10:13:27.407896","3044"
"5679","4838","2022-01-25","It will take time. They will intimate us before close this cable package.","2022-02-23","2022-01-25 10:17:12.764698","3044"
"5680","4815","2022-01-25"," It will take time.","2022-03-30","2022-01-25 10:17:33.569037","3044"
"5681","1321","2022-01-25","  The approval is pending from end clients end and they shall let us know once approved. we have discussed in ppt also and they  shall confirm it to elecon only.. it is under follow up","2022-03-21","2022-01-25 10:31:56.356341","3053"
"5682","4888","2022-01-25","This is additional cable inquiry, we have submitted our rates .","2022-03-23","2022-01-25 11:00:50.245265","3044"
"5683","4765","2022-01-25","We did not quoted whole BOQ, it is in follow up.","2022-02-23","2022-01-25 11:11:37.342758","3044"
"5684","4767","2022-01-25","They will provide revised BOQ for the cables.","2022-02-24","2022-01-25 11:15:34.305964","3044"
"5685","4736","2022-01-25","We have submitted offer along in their format.","2022-02-25","2022-01-25 11:26:57.183415","3044"
"5686","4740","2022-01-25","We have submitted datasheet and offer for the their technical approval.","2022-02-23","2022-01-25 11:31:12.680071","3044"
"5687","4728","2022-01-25","They are in discussion with TSGENCO ,they will provide us final BOQ.","2022-02-23","2022-01-25 11:40:41.871561","3044"
"5688","4702","2022-01-25","They will start procuring cables after 15-20 days as site vise requirements.","2022-02-16","2022-01-25 11:41:51.403685","3044"
"5689","4900","2022-01-27","Offer has been submitted and it is a reference of Bimal Sir and Snehal bhai is in touch with the client","2022-02-21","2022-01-27 11:23:35.540941","3053"
"5690","4828","2022-01-27","Commercial offer submitted / it is under follow up","2022-01-29","2022-01-27 11:37:20.973351","3048"
"5691","4805","2022-01-27","It is under follow-up","2022-01-29","2022-01-27 11:51:18.970304","3048"
"5692","4780","2022-01-27","Commercial offer ","2022-01-31","2022-01-27 11:51:59.500451","3048"
"5693","4775","2022-01-27","Budgetary offer submitted / It will take some time / Under follow up ","2022-02-15","2022-01-27 12:07:39.036069","3048"
"5694","4748","2022-01-27","Commercial offer submitted / Yet to finalize ","2022-01-29","2022-01-27 12:42:08.280072","3048"
"5695","4744","2022-01-27","Offer submitted / It is under follow up","2022-01-31","2022-01-27 12:42:31.535960","3048"
"5696","4731","2022-01-27","Technical data sheet submitted as per clients requirement. ","2022-02-01","2022-01-27 12:43:50.495912","3048"
"5697","4698","2022-01-27","Commercial offer ","2022-01-31","2022-01-27 12:50:13.711234","3048"
"5698","965","2022-01-28","This tender got ADANI.","2022-01-31","2022-01-28 11:21:59.511747","3044"
"5699","4786","2022-01-28","Firm Requirements for IOCL-Panipat Project. Not yet finalize.","2022-02-05","2022-01-28 18:19:39.986610","3011"
"5700","4328","2022-01-05","It was firm requirements for ONGC Project. Lost it on high rates ","2022-01-31","2022-01-28 18:28:47.082114","3011"
"5701","4943","2022-01-31","Offer Has Been Submitted.","2022-03-02","2022-01-31 10:23:48.271304","3068"
"5702","4965","2022-02-02","Commercial offer submitted / It is under follow up","2022-02-05","2022-02-02 10:07:10.258688","3048"
"5703","4958","2022-02-02","Budgetary offer submitted ","2022-02-25","2022-02-02 10:07:49.590471","3048"
"5704","4941","2022-02-02","Commercial offer submitted / we are on higher side as discussed in negotiation","2022-02-03","2022-02-02 10:09:27.759599","3048"
"5705","4938","2022-02-02","Commercial offer submitted / we are in touch with client","2022-02-07","2022-02-02 10:12:24.915983","3048"
"5706","4926","2022-02-02","Commercial offer submitted / It is under follow up","2022-02-07","2022-02-02 10:13:15.438412","3048"
"5707","4922","2022-02-02","Commercial offer submitted / Under follow up","2022-02-07","2022-02-02 10:14:18.392644","3048"
"5708","4897","2022-02-02","Commercial offer submitted / It is under follow up","2022-02-10","2022-02-02 10:14:46.401684","3048"
"5709","4857","2022-02-03","Commercial offer submitted / we got the order.","2022-02-03","2022-02-03 10:41:01.259551","3048"
"5710","4492","2022-02-04","LOI has received from CINDA Engineering. Value of Rs.3.66 Cr.","2022-02-10","2022-02-04 14:50:41.427489","3011"
"5711","4894","2022-02-04","We have sent offer, will take time.  ","2022-03-02","2022-02-04 14:52:32.619297","3033"
"5712","4616","2022-02-04","E-Auction was conducted. We were L-1. ","2022-02-10","2022-02-04 15:42:01.326441","3011"
"5713","4560","2022-02-04","Under follow up.  ","2022-02-15","2022-02-04 18:03:59.584195","3033"
"5714","4437","2022-02-04","We have sent offer under follow up.  ","2022-03-01","2022-02-04 18:14:31.750787","3033"
"5715","4148","2022-02-04","Under follow up. ","2022-02-16","2022-02-04 19:03:11.053606","3033"
"5716","4969","2022-02-05","Budgetary offer submitted / it will take some time","2022-02-25","2022-02-05 09:50:52.414042","3048"
"5717","4942","2022-02-05","Commercial offer submitted. As discussed Documents are already approved of other vendor so they are planning to close with them.","2022-02-05","2022-02-05 09:53:47.636953","3048"
"5718","4556","2022-02-05"," it will take time","2022-03-08","2022-02-05 10:33:29.989453","3071"
"5719","4704","2022-02-05"," They have submitted rates, it will take 3 months","2022-03-08","2022-02-05 11:11:02.133585","3071"
"5720","4872","2022-02-05"," They are in a bidding stage , it will take 2 to 3 months. ","2022-03-08","2022-02-05 11:12:30.553758","3071"
"5721","4998","2022-02-05","Offer Has Been Submitted. They will check Price . ","2022-02-08","2022-02-05 11:16:26.804668","3068"
"5722","4966","2022-02-05","It will take time.","2022-03-17","2022-02-05 11:19:47.877791","3044"
"5723","4843","2022-02-05","We have received revised quantities with terms and conditions.","2022-02-17","2022-02-05 11:24:27.666873","3044"
"5724","4767","2022-02-05","They will discussed with GSPL and revert with revise cable quantity.","2022-03-30","2022-02-05 11:25:46.943896","3044"
"5725","4821","2022-02-05","They will intimate us for the finalization.","2022-03-23","2022-02-05 11:29:12.529393","3044"
"5726","4647","2022-02-05"," itis under bidding process. it will take 2 months","2022-03-20","2022-02-05 11:32:11.242038","3071"
"5727","4934","2022-02-05","   it is under bidding process. it will take 2 months","2022-03-20","2022-02-05 11:34:21.656736","3071"
"5728","4717","2022-02-05","  Project has been postpone. ","2022-03-05","2022-02-05 11:41:21.179339","3071"
"5729","4649","2022-02-05","   February end tender will be opened.","2022-03-01","2022-02-05 12:09:50.860800","3071"
"5730","4869","2022-02-05"," it is under bidding process . it will take 15-20 days","2022-03-01","2022-02-05 12:41:47.836957","3071"
"5731","4831","2022-02-05"," Tender Not submitted, it will take time","2022-03-05","2022-02-05 14:46:11.635121","3071"
"5732","4721","2022-02-05","They will intimate us for the finalization.","2022-02-17","2022-02-05 15:32:53.026025","3044"
"5733","4943","2022-02-07","They Will Give Sample Order. We have to provide 4 sq.mm And 6 Sq.mm Sample.","2022-02-14","2022-02-07 09:30:58.737388","3068"
"5734","4874","2022-02-07","We Sent Sample to His Location. They will Check Our Sample. then match the price.","2022-02-21","2022-02-07 09:35:36.699718","3068"
"5735","4840","2022-02-07","Offer Has been Submitted. ","2022-01-17","2022-02-07 09:41:16.303850","3068"
"5736","4840","2022-02-07","   Currently they have No Requirement. Whenever they have requirement they will contact Us. ","2022-03-29","2022-02-07 09:41:55.932806","3068"
"5737","4837","2022-02-07","  Whenever They Have requirement Of  This Cables , they contact us, ","2022-03-29","2022-02-07 09:52:48.593158","3068"
"5738","4796","2022-02-08","Revised the offer for consolidated E Auction offer number 4864. We have initiated the approval for this Terminal project","2022-02-21","2022-02-08 15:39:24.117076","3053"
"5739","4122","2022-02-08","RA was conducted by Adani on 04.02.2022. We were at Rank -3.","2022-02-15","2022-02-08 16:05:59.455251","3011"
"5740","4354","2022-02-08","  Firm Requirements. Not yet finalize.","2022-02-07","2022-02-08 16:08:12.519515","3011"
"5741","4913","2022-02-08","Discussed with Mr. Amit Saxena, the offer is under technical evaluation and they shall close this within this month end.","2022-02-25","2022-02-08 16:58:54.243816","3053"
"5742","5016","2022-02-08","Commercial offer submitted / It is under follow up","2022-02-15","2022-02-08 17:30:12.158192","3048"
"5743","4991","2022-02-08","Budgetary offer submitted / It will take some time","2022-03-15","2022-02-08 17:31:02.126897","3048"
"5744","4980","2022-02-08","Commercial offer submitted / It is under follow up","2022-02-15","2022-02-08 17:31:40.752481","3048"
"5745","4982","2022-02-08","Discussed and we have request for cable samples for structure study, we are in touch.","2022-02-15","2022-02-08 17:32:28.879175","3048"
"5746","4965","2022-02-08","It is under follow up ","2022-02-14","2022-02-08 17:47:14.148215","3048"
"5747","5019","2022-02-10","Commercial offer submitted / It is under follow up.","2022-02-15","2022-02-10 10:34:46.334741","3048"
"5748","5008","2022-02-10","Commercial offer submitted / It is under follow up","2022-02-15","2022-02-10 10:35:33.328013","3048"
"5749","5051","2022-02-10","Offer Has been Submitted. they will try to ngive trial Order.","2022-02-13","2022-02-10 13:00:06.350142","3068"
"5750","4944","2022-02-10","Firm Requirements for Adani Mundra Project. Final offer submitted. It is under follow-up by  Mr.Mehta.","2022-02-15","2022-02-10 15:14:34.113380","3011"
"5751","2209","2022-02-10","Prices are submitted to their end client there is no response from the end client.","2022-03-10","2022-02-10 15:53:32.629830","3053"
"5752","2216","2022-02-10","The project is on hold, they shall let us know when it is going to be finalised.","2022-03-16","2022-02-10 16:00:37.419370","3053"
"5753","4354","2022-02-10","Now supply of cables in contractor scope. We have received the same requirements from Akshar.","2022-02-25","2022-02-10 17:43:49.874433","3011"
"5754","4947","2022-02-10","budgetory offer take some time ","2022-04-30","2022-02-10 17:43:56.515279","3007"
"5755","4724","2022-02-11","Tendering Stage. It will take time.","2022-02-25","2022-02-11 15:05:19.697453","3011"
"5756","4902","2022-02-11","Tendering Stage. It will take a month time.","2022-02-25","2022-02-11 15:14:03.834229","3011"
"5757","4945","2022-02-11","Tendering Stage.  Project-GSFC. It will take a month.","2022-02-25","2022-02-11 15:23:22.660188","3011"
"5758","4979","2022-02-11"," Discussed with MR. Pravin and submitted them revised offer excluding the freight. They shall close it soon and are under follow up.","2022-02-28","2022-02-11 16:36:07.620057","3053"
"5759","4950","2022-02-11","Discussed with them and they required GI wire armour instead of Alu wire. We revised and submitted them, they shall let us know.","2022-02-25","2022-02-11 16:39:24.498151","3053"
"5760","4916","2022-02-11","We are not approved in this project and still we have provided them the rates, after submitted the rates they sent us the details specifications according to which we have to quote.","2022-02-28","2022-02-11 16:52:19.904789","3053"
"5761","4906","2022-02-11","We have submitted our rates and also GTP has been submitted, they shall let us know while closing the order.","2022-02-28","2022-02-11 17:07:28.700136","3053"
"5762","4864","2022-02-11","We have participated in the auction and have been L3. They shall let us know when they are going to finalise.","2022-02-28","2022-02-11 17:08:11.083439","3053"
"5763","4832","2022-02-11","Offer has beeen submitted and they are going to send our documents for vendior registration in APCPDCL , their final quantity is decided and we are going to submit revised offer,","2022-02-28","2022-02-11 17:09:13.333539","3053"
"5764","4823","2022-02-11","We have discussed for approval at this pre bid stage as it is a budgetary inquiry. we have submitted the rates","2022-03-30","2022-02-11 17:25:06.426666","3053"
"5765","4822","2022-02-11","Offer has been submitted and it is a  budgetary offer. Shall take time to finalise","2022-03-31","2022-02-11 17:49:27.393892","3053"
"5766","4818","2022-02-11","They closed 30% quantities with Kenter cables Maharashtra and for rest of the quantities shall be again floated to us. Due to Kenter cables datasheet approval in TSTRANSCO they got this order. Earlier it was placed to them.","2022-02-28","2022-02-11 17:51:22.429200","3053"
"5767","4676","2022-02-11","The offer has been submitted and also revised due to the difference in HMWPE rates, they shall place order on us soon.","2022-02-25","2022-02-11 18:23:44.621160","3053"
"5768","5001","2022-02-11","It will take time.","2022-03-23","2022-02-11 18:33:21.877631","3044"
"5769","4952","2022-02-11","This is additional requirement for the executed order for the ADANI project. We have submitted our competitive rates.","2022-02-15","2022-02-11 18:37:43.245761","3044"
"5770","4921","2022-02-11","We have submitted offer. under follow up.","2022-02-23","2022-02-11 18:38:47.029666","3044"
"5771","4920","2022-02-11","They will intimate us before finalization.","2022-02-24","2022-02-11 18:39:35.036536","3044"
"5772","4905","2022-02-11","They will intimate us before finalization.","2022-02-28","2022-02-11 18:40:54.286636","3044"
"5773","4632","2022-02-11","We have revised BOQ with comments.","2022-02-24","2022-02-11 18:42:05.598076","3044"
"5774","4451","2022-02-11","We have submitted technical datasheet for the technical approval.","2022-02-24","2022-02-11 18:46:11.370446","3044"
"5775","4473","2022-02-11","This is their stock purpose only.","2022-03-23","2022-02-11 18:47:36.841732","3044"
"5776","4940","2022-02-11","Inquiry is handled by Prashant sir and Mayank sir","2022-02-28","2022-02-11 18:50:25.694905","3053"
"5777","4886","2022-02-11","This is additional requirement.","2022-02-24","2022-02-11 19:02:17.045343","3044"
"5778","1198","2022-02-15","They will let us know when they will have a requirements for the cables.","2022-03-03","2022-02-15 11:40:45.455754","3044"
"5779","1227","2022-02-15","It is under follow up. They are waiting for the clearance from their client.","2022-03-17","2022-02-15 15:31:21.543878","3044"
"5780","1316","2022-02-15","They will let us know about it when it will finalize.","2022-03-16","2022-02-15 15:37:10.524946","3044"
"5781","1718","2022-02-15","Under follow up. They will consider us for the finalization.","2022-03-24","2022-02-15 15:38:13.147035","3044"
"5782","1809","2022-02-15","They will intimate us before finalization,","2022-03-24","2022-02-15 15:48:54.082257","3044"
"5783","2284","2022-02-15","They are waiting for the IOCL clearance for this.","2022-03-24","2022-02-15 15:54:53.629006","3044"
"5784","5088","2022-02-15","Commercial offer submitted / Yet to finalized ","2022-02-19","2022-02-15 16:23:05.886494","3048"
"5785","5059","2022-02-15","Commercial offer submitted / It is under follow up","2022-02-17","2022-02-15 16:23:33.538532","3048"
"5786","5053","2022-02-15","Commercial offer submitted ","2022-02-19","2022-02-15 16:24:19.289007","3048"
"5787","3866","2022-02-15","We have received revised BOQ.","2022-03-15","2022-02-15 17:22:29.059783","3044"
"5788","5085","2022-02-15","Discussed with client, we shall get the order.","2022-02-16","2022-02-15 18:23:42.864135","3053"
"5789","428","2022-02-16","It is under follow up by mail.","2022-03-05","2022-02-16 14:36:00.062678","3048"
"5790","5063","2022-02-16","Budgetary Offer submitted / It is under follow up","2022-03-15","2022-02-16 15:40:30.645786","3048"
"5791","1160","2022-02-17","It is under follow up","2022-02-24","2022-02-17 15:08:05.543790","3048"
"5792","4919","2022-02-18","Commercial offer submitted, It is Under Follow up","2022-02-25","2022-02-18 11:09:57.139562","3048"
"5793","4965","2022-02-18"," It is under follow up , not closed yet","2022-04-08","2022-02-18 11:14:20.574749","3048"
"5794","4938","2022-02-18","It is under follow up","2022-02-25","2022-02-18 11:15:40.260389","3048"
"5795","4897","2022-02-18","It is under follow up","2022-02-25","2022-02-18 11:17:05.871619","3048"
"5796","4873","2022-02-18","Yet to finalize / we are in touch with client","2022-02-21","2022-02-18 11:18:11.381259","3048"
"5797","4776","2022-02-18","Commercial offer submitted / It is under follow up","2022-02-25","2022-02-18 11:20:47.252773","3048"
"5798","5059","2022-02-18","It is under follow up","2022-02-25","2022-02-18 11:29:39.556234","3048"
"5799","4897","2022-02-18","as discussed and received mail, bid will take 2-3 months to open ","2022-03-30","2022-02-18 11:34:59.287136","3048"
"5800","5019","2022-02-18","It is under follow up.","2022-02-28","2022-02-18 11:36:57.724635","3048"
"5801","5016","2022-02-18","It is under follow up","2022-02-28","2022-02-18 11:40:27.719843","3048"
"5802","4980","2022-02-18","It is under follow up","2022-02-26","2022-02-18 11:50:29.041292","3048"
"5803","4775","2022-02-18","As discussed , bid will take 2-3 months ","2022-03-25","2022-02-18 12:25:22.151975","3048"
"5804","4744","2022-02-18","It is under follow up","2022-02-28","2022-02-18 12:27:13.615469","3048"
"5805","4778","2022-02-18","Revised final offer submitted / it is under negotiation","2022-02-25","2022-02-18 12:27:56.348894","3048"
"5806","4780","2022-02-18"," We have to submit technical docs / It is under follow up","2022-03-15","2022-02-18 14:43:37.178430","3048"
"5807","1822","2022-02-18","Under Follow up. It will take some time.","2022-03-16","2022-02-18 17:09:09.314406","3044"
"5808","2600","2022-02-18","They are waiting for the site clearance.","2022-03-22","2022-02-18 17:40:01.036252","3044"
"5809","5001","2022-02-19","It will take 2 months.","2022-04-21","2022-02-19 11:26:34.587576","3044"
"5810","2723","2022-02-19","They are expecting this project with in 2 months from the OPTCL.","2022-04-20","2022-02-19 11:35:13.719708","3044"
"5811","5000","2022-02-19","Firm Requirements for IOCL-Paradip Refinery Project. Call on us for technical discussion.us","2022-02-28","2022-02-19 16:04:53.927090","3011"
"5812","5130","2022-02-21","commercial offer submitted / yet to finalize","2022-02-25","2022-02-21 12:01:00.760851","3048"
"5813","5091","2022-02-21","Commercial offer submitted / We are in touch with the client","2022-02-28","2022-02-21 12:02:17.185422","3048"
"5814","5105","2022-02-21","Budgetary offer submitted / it will take some time ","2022-02-15","2022-02-21 12:03:00.958318","3048"
"5815","5125","2022-02-21","Commercial offer submitted / It is under follow up","2022-02-28","2022-02-21 12:03:59.255776","3048"
"5816","5114","2022-02-21","Commercial offer submitted / It is under follow up ","2022-03-01","2022-02-21 12:12:20.166285","3048"
"5817","5075","2022-02-21","Commercial offer submitted / It is under follow up","2022-02-28","2022-02-21 12:13:28.605259","3048"
"5818","4968","2022-02-21","Offer has been submitted and it will take 2 months to finalise as it is in bidding stage, We have revised the offer for Aluminium cables","2022-04-26","2022-02-21 16:37:49.895110","3053"
"5819","4806","2022-02-21","Budgetary offer. will open at the end of March","2022-03-29","2022-02-21 16:39:19.874690","3053"
"5820","4726","2022-02-21","It will take one to two months to open the bid. Asked to call after 2nd week of March.","2022-03-16","2022-02-21 16:39:55.094770","3053"
"5821","4416","2022-02-21","It will take around 2 months, there shall be a reverse auction.","2022-04-26","2022-02-21 16:40:22.333703","3053"
"5822","4116","2022-02-21","It will open in the month of March.","2022-03-21","2022-02-21 16:41:33.854499","3053"
"5823","2674","2022-02-21","The project is on hold and they are yet to finalise. They shall let us know when they are going to finalise it.","2022-03-29","2022-02-21 18:18:15.146377","3053"
"5824","3067","2022-02-21","WE need to submit our samples for PTFE cables and they are for HT cables which is yet to manufacture by Mayank Raval Sir.","2022-03-28","2022-02-21 18:23:15.927522","3053"
"5825","3326","2022-02-21","The project is still live and they shall let us know before closing.","2022-03-29","2022-02-21 18:51:38.429366","3053"
"5826","5063","2022-02-22","WE have to submit firm rates as it turns in firm requirement / Under follow up","2022-03-01","2022-02-22 11:00:59.025582","3048"
"5827","5094","2022-02-15","Offer Has been Submitted. They check it Our Price.","2022-02-23","2022-02-23 10:03:58.788270","3068"
"5828","4933","2022-01-28","Offer Has Been Submitted. they Check Our Rates.","2022-01-31","2022-02-23 10:13:47.158315","3068"
"5829","4933","2022-01-31"," We received Order Of TF/TF RTD Cable and TF/TF/SS . Quantity 2500 mtr and 2500 Mtr. but Tf/Tf/SS Stock Coil are 2 Coil. So send only 2700 mtr.","2022-03-02","2022-02-23 10:16:20.377986","3068"
"5830","4874","2022-02-23","Our 15/19/28 Teflon sample is approved. Also He require HR PVC 2.5 Sq.mm Tem - 105 Degree.  Colour BLack, Blue, And Green. ","2022-02-24","2022-02-23 10:24:10.124596","3068"
"5831","4836","2022-02-17"," We received order of fiber glass cable 0.5 Sq.mm .quantity - 2900 mtr.","2022-03-22","2022-02-23 10:30:11.890723","3068"
"5832","4154","2022-02-07","Our 1.0 Sq.mm Rates are Higher than their local market.","2022-01-31","2022-02-23 10:39:52.420176","3068"
"5833","4154","2022-02-17","Now he require high temperature withstand cable up to 600 degree c ,600 v ,1.5 sq.mm. any conductor spc or npc.","2022-02-19","2022-02-23 10:42:21.248035","3068"
"5834","4154","2022-02-21"," We received Order of 500 mtr of high temperature Cable.","2022-03-14","2022-02-23 10:43:40.672673","3068"
"5835","4676","2022-02-23","It shall take around a month to finalise this offer as they are waiting for client approval in this project.","2022-03-23","2022-02-23 16:23:38.402064","3053"
"5836","5044","2022-02-23"," Offer has been submitted and it is under technical evaluation. It shall take time.","2022-03-23","2022-02-23 21:09:28.892438","3053"
"5837","5113","2022-02-23","Offer has been submitted and we need to provide GTP. We shall get this order. ","2001-03-22","2022-02-23 21:10:56.553828","3053"
"5838","5133","2022-02-23"," Offer has been submitted and we need to provide GTP. We shall get this order","2022-03-22","2022-02-23 21:11:31.970115","3053"
"5839","1630","2022-02-24"," It is under follow up by mail , no response on call.","2022-03-15","2022-02-24 11:00:30.946575","3048"
"5840","1926","2022-02-24"," No Response from client / Under follow up by mail","2022-03-10","2022-02-24 11:07:34.942295","3048"
"5841","2048","2022-02-24"," Under follow up by mail","2022-03-10","2022-02-24 11:08:06.279119","3048"
"5842","4322","2022-02-24","We have provided them the offer on the same rates with 7 days validity further in order to help them win the project. It will take a month to finalise.","2022-03-24","2022-02-24 11:12:30.389609","3053"
"5843","2732","2022-02-24","It is under follow up , they will update us soon","2022-03-01","2022-02-24 11:14:34.986384","3048"
"5844","3194","2022-02-24","They will provide us revised quantities.","2022-03-24","2022-02-24 11:20:53.362603","3044"
"5845","5076","2022-02-24","They will close this next week and place an order on us,","2022-03-10","2022-02-24 11:24:44.747486","3053"
"5846","3767","2022-02-24","They will consider us for the finalization.","2022-03-24","2022-02-24 11:33:00.493435","3044"
"5847","4845","2022-02-24","They have submitted bid ,expecting 3 months for the opening.","2022-05-12","2022-02-24 12:02:04.808791","3044"
"5848","5146","2022-02-24","Commercial offer submitted / It is under follow up","2022-03-01","2022-02-24 15:42:47.459706","3048"
"5849","5163","2022-02-24","Budgetary offer submitted / It will take some time","2022-03-15","2022-02-24 15:43:33.637716","3048"
"5850","5105","2022-02-24","It will take some time ","2022-03-15","2022-02-24 15:45:46.730107","3048"
"5851","5167","2022-02-28","Commercial offer submitted / It is under follow up","2022-03-05","2022-02-28 10:38:16.956914","3048"
"5852","5132","2022-02-28","They are comparing our offer with other vendors. they will inform us soon.","2022-03-05","2022-02-28 12:45:18.298797","3071"
"5853","5213","2022-02-28","Offer has been submitted. Our rates are higher. ","2022-03-05","2022-02-28 18:05:51.572946","3068"
"5854","1809","2022-03-01","They will let us know about this.","2022-04-20","2022-03-01 10:20:56.370040","3044"
"5855","1822","2022-03-01","Reminders mails sent. They will let us know about this.","2022-04-13","2022-03-01 10:25:08.731410","3044"
"5856","2284","2022-03-01","Project hold for the uncertain time.","2022-04-13","2022-03-01 10:27:39.018906","3044"
"5857","5146","2022-03-01","It is under follow up","2022-03-07","2022-03-01 10:34:35.213135","3048"
"5858","5125","2022-03-01","It is under follow up","2022-03-08","2022-03-01 10:37:19.917142","3048"
"5859","5114","2022-03-01","It is under follow up.","2022-03-08","2022-03-01 10:44:10.417346","3048"
"5860","5091","2022-03-01","It is under follow up, we are in touch with client.","2022-03-08","2022-03-01 10:49:30.620383","3048"
"5861","5089","2022-03-01","Commercial offer submitted, It is under follow up","2022-03-08","2022-03-01 11:04:01.639959","3048"
"5862","5075","2022-03-01","It is under follow up, We are in touch with client","2022-03-10","2022-03-01 11:06:35.337399","3048"
"5863","3921","2022-03-01","We have sent the GTP to the client for technical approval. It shall take 2 months to get an update on this.","2022-05-01","2022-03-01 11:07:05.512578","3053"
"5864","2722","2022-03-01","They will consider us for the finalization.","2022-04-12","2022-03-01 11:15:22.445529","3044"
"5865","5008","2022-03-01","It is Under follow up","2022-03-08","2022-03-01 11:21:35.466874","3048"
"5866","5053","2022-03-01","It is under follow up by mail and calls.","2022-03-08","2022-03-01 11:32:05.832222","3048"
"5867","5098","2022-03-01","They will intimate us before finalization.","2022-04-13","2022-03-01 11:35:53.968216","3044"
"5868","5069","2022-03-01","We have submitted our offer .It is in under follow up.","2022-04-13","2022-03-01 11:36:39.805550","3044"
"5869","4821","2022-03-01","They are considering us for the finalization.","2022-04-19","2022-03-01 11:38:42.055206","3044"
"5870","4632","2022-03-01","They are considering us for the finalization.","2022-04-12","2022-03-01 11:41:18.436176","3044"
"5871","4451","2022-03-01","We are try to get approval, we have received revised BOQ for the same.","2022-04-13","2022-03-01 11:42:34.961643","3044"
"5872","4395","2022-03-01","They are considering us for the finalization.","2022-04-19","2022-03-01 11:49:29.418219","3044"
"5873","4561","2022-03-01","We have submitted quotation along with Data sheet.","2022-04-13","2022-03-01 11:50:02.610932","3044"
"5874","4702","2022-03-01","They are waiting for the final clearance for the electrical works.","2022-04-13","2022-03-01 11:52:58.093312","3044"
"5875","4464","2022-03-01","It is under technical evaluation and will take time","2022-05-27","2022-03-01 15:17:19.959304","3053"
"5876","3839","2022-03-01","The bid will open in March end. They have submitted their prices.","2022-03-31","2022-03-01 15:21:35.015589","3053"
"5877","4286","2022-03-01","This will open in the end of March, they have submitted their prices.","2022-03-31","2022-03-01 15:36:51.083576","3053"
"5878","3064","2022-03-01"," The bidding is still going on and it will take a year to close.","2023-04-04","2022-03-01 15:41:05.614208","3053"
"5879","3786","2022-03-01","It will take 2-3 months to close this.","2022-05-31","2022-03-01 15:42:06.268231","3053"
"5880","3935","2022-03-01","Follow up by mail","2022-03-10","2022-03-01 16:33:04.846376","3048"
"5881","5059","2022-03-02","It is under follow up by mail, still it is open , they will inform us at the time of negotiation","2022-03-10","2022-03-02 14:50:27.201050","3048"
"5882","5019","2022-03-02","We have received some technical comments and working on it, we are in touch with client / It is under follow up","2022-03-15","2022-03-02 14:53:31.548240","3048"
"5883","5016","2022-03-02","Under follow up, We are in touch with client","2022-03-15","2022-03-02 14:58:32.050470","3048"
"5884","4400","2022-03-02","It is under follow up / They will update us","2022-03-25","2022-03-02 15:05:19.313190","3048"
"5885","4400","2022-03-02","It is under follow up by mail / No response from client","2022-03-15","2022-03-02 15:17:15.648936","3048"
"5886","4778","2022-03-02","We have submitted revised offer  / It is under follow up / They will inform us at the time of negotiation ","2022-03-15","2022-03-02 16:09:10.564870","3048"
"5887","4744","2022-03-02","small qty / under follow up by mail due to LME raise.","2022-03-16","2022-03-02 16:12:00.685757","3048"
"5888","4740","2022-03-02","It is under negotiation / We are in touch with client.","2022-03-10","2022-03-02 16:21:26.870547","3048"
"5889","5066","2022-03-02","We have submitted bid for the same.","2022-04-18","2022-03-02 16:26:47.511784","3044"
"5890","4992","2022-03-02","Firm Requirements for IOCL-Barauni Project. It is under technical evaluation. L","2022-03-15","2022-03-02 16:48:22.822243","3011"
"5891","4566","2022-03-02"," Lost it on high rates and approval problem of Metro Project.","2022-03-25","2022-03-02 16:55:05.433166","3011"
"5892","2190","2022-03-02","Firm RFQ shall float in April-22.","2022-03-25","2022-03-02 17:09:03.192602","3011"
"5893","3801","2022-03-02","Firm Requirements for HRRL-PFCCU Project. It is under final negotiations.","2022-03-25","2022-03-02 17:26:35.345391","3011"
